osm_id,code,fclass,population,name,X,Y
1057540868,1003,village,0,ß×âß×?ßƒåß×½ß×ƒßƒÆß×ƒß×©ß×çßƒÆß×Üßƒäß×Ö,105.00418470000,11.78679580000
1057541032,1002,town,0,ß×ƒßƒÆß×Üß×?ß×ÇÔÇïß×ƒß×ôßƒÆß×æß×?ß×Ç,105.04938800000,12.56280430000
1058626176,1003,village,0,ß×âß×?ßƒåß×èßƒåß×èßƒéß×Ç,104.12196990000,13.24592960000
1058915812,1003,village,0,Kuhn Ream,104.00035670000,13.65199040000
1058915857,1003,village,0,Chuk Sou,103.98547560000,13.61624090000
1059330728,1002,town,0,ß×ƒßƒÆß×Üß×?ß×ÇÔÇïß×ûß×¢ß×Ç,103.72797390000,13.44120960000
1059330736,1002,town,0,ß×ƒßƒÆß×Üß×?ß×Çß×ûßƒÆß×Üßƒçß×ôßƒüß×ÅßƒÆß×Üß×ûßƒÆß×Üßƒç,103.27665710000,13.57466640000
1059330741,1004,hamlet,0,Phnum Lieb,103.35521480000,13.59633240000
1060132975,1003,village,0,Kampong Luong floating village,104.20839250000,12.57777170000
1060133002,1003,village,0,Svay Doun Kaev,103.64140510000,12.67235460000
1060194593,1003,village,0,Ponley,104.45981120000,12.43621090000
1061306947,1003,village,0,ß×öß×Åßƒïß×éß×éß×©ß×Ü,103.76358960000,10.58291060000
1150739471,1003,village,0,ß×âß×?ßƒåß×Üß×Çß×Âß×Çßƒäß×ä ß×æß×© ßƒó,104.98000470000,11.84113110000
1150751009,1003,village,0,ß×âß×?ßƒåß×çß×Âß×øß×Â,104.92913440000,11.91264690000
1150754574,1004,hamlet,0,ß×ƒßƒÆß×£ß×Âß×Öß×ûß×Ç,104.95307930000,11.99761650000
1150790138,1003,village,0,ß×âß×?ßƒåß×ûßƒÆß×Üßƒéß×Çß×óß×ëßƒÆß×àß×Âß×ë,104.96866070000,11.73675620000
1150794791,1003,village,0,ß×âß×?ßƒåß×òßƒÆß×óß×Âß×£,104.96520240000,12.02735820000
1150809596,1003,village,0,ß×àßƒåß×öß×Çßƒï,105.08971370000,12.12937160000
1150809600,1003,village,0,ß×âß×?ßƒåß×ƒßƒåß×ûß×äß×çßƒÉß×Ö,105.12263450000,12.19176740000
1150809602,1003,village,0,ß×âß×?ßƒåß×ƒßƒÆß×èß×¥ß×äß×çßƒÉß×Ö,105.07114010000,12.09849480000
1150819691,1003,village,0,ß×âß×?ßƒåß×Çß×Çßƒäßƒç,104.99160110000,12.62548490000
1150829623,1003,village,0,Cheay Sampov,105.01260780000,12.84568900000
1150840162,1002,town,0,ß×ƒßƒÆß×Üß×?ß×Çß×ƒßƒÆß×æßƒäß×ä,104.57160490000,12.93897340000
1152379532,1003,village,0,Krachap,102.74769260000,12.75689480000
1170902285,1004,hamlet,0,ß×ùß×?ß×ÿß×Àß×óß×?ß×Üß×èßƒåß×öß×ä,103.21764000000,13.07186880000
1170981828,1002,town,0,ß×ƒßƒÆß×Üß×?ß×Çß×ÇßƒÆß×Üß×éß×Ü,104.21004480000,12.52872790000
1196951142,1003,village,0,Tasang,102.85393320000,12.59821010000
1234128183,1002,town,0,ß×ƒßƒÆß×Üß×?ß×ÇÔÇïß×Çßƒåß×ûß×äßƒïß×ÅßƒÆß×Üß×Âß×à,104.46789960000,10.55719180000
1287005886,1003,village,0,ß×âß×?ßƒåß×óß×äßƒÆß×éß×Åß×Âß×ƒßƒäß×ÿ,104.67320340000,11.01307140000
1450199974,1003,village,0,Phsar Prom,102.49750020000,12.92874960000
1458175011,1003,village,0,Ó?ÇÓ©ùÓ©×Ó©ÖÓ©?Ó©íÓ©?Ó©òÓ©ú,102.45816750000,13.03580150000
1467552310,1003,village,0,Ta Seng,104.78113770000,13.40502510000
1588982895,1003,village,0,ß×Çßƒäßƒçß×üßƒÆß×Öß×ä,103.78827960000,10.53605620000
1605432254,1002,town,0,ß×ƒßƒÆß×Üß×?ß×Çß×ƒßƒÆß×æß×?ß×äß×ÅßƒÆß×Üß×äßƒï,105.53883560000,12.25718130000
1606674149,1003,village,0,ß×âß×?ßƒåß×ûß×Âß×ÿß×çß×©ß×Çß×ä,105.26944770000,11.94504210000
1608039337,1003,village,0,ß×âß×?ßƒåß×ƒß×?ß×Üß×ùß×©,104.70741230000,11.28742390000
1673264914,1002,town,0,Ó©ÜÓ?ëÓ©?Ó©ÖÓ?üÓ©½Ó©ÑÓ©í,102.44511970000,13.08303870000
1679616293,1003,village,0,?Éß?»k R?âng,107.57525760000,14.69678670000
1707196995,1003,village,0,Sra Aem,104.73189190000,14.23836280000
1744988288,1002,town,0,ß×ƒßƒÆß×Üß×?ß×Çß×ÅßƒÆß×Üß×ûß×Âßƒåß×äß×ößƒÆß×Üß×Âß×ƒß×Âß×æ,104.35622420000,14.19530830000
1752487098,1003,village,0,Rovieng Tbong,105.11495880000,13.35483820000
1756976406,1003,village,0,Daung,102.44657970000,13.08916150000
1765739946,1004,hamlet,0,Kla Kra Him,104.88812920000,10.59537870000
1765745655,1004,hamlet,0,Khla Krohuem Ka,104.86866330000,10.77309920000
1769099996,1001,city,17000,ß×ÇßƒÆß×Üß×?ß×äÔÇïß×öß×Âß×ôß×øß×?ß×ä,106.98736620000,13.74147540000
1769108360,1001,city,0,ß×ÇßƒÆß×Üß×?ß×äß×Åß×Âß×üßƒÆß×ÿßƒà,104.94511620000,11.46873950000
1787712983,1003,village,0,Mlu Prey,105.27468400000,13.80730360000
1787715105,1003,village,0,Sam Ang,105.85154580000,13.69692530000
1801605325,1003,village,0,Tani,104.66298720000,10.77716710000
1801605326,1003,village,0,Touk Meas,104.56128380000,10.66554260000
1814477701,1003,village,0,V?®nh Ngã?ãín,105.10527690000,10.72228110000
1814498127,1003,village,0,V?®nh Tß??,105.04339620000,10.66879080000
1814498986,1003,village,0,Nhãín Hã?ng,105.00352790000,10.65324950000
1814499043,1003,village,0,?É??ng Hã?ng,104.99846390000,10.63479600000
1814563129,1003,village,0,Ph?? H??a,104.99152330000,10.61801500000
1814563130,1003,village,0,T?óy Hã?ng,104.99487930000,10.62526580000
1851249306,1004,hamlet,0,Tang Khiev Community,104.76969110000,11.78480500000
1854077512,1003,village,0,ß×âß×?ßƒåß×ûßƒÆß×Üßƒâß×øßƒÆß×£ß×Â,104.95873430000,11.16240210000
